"BOB","CUST ID","NAME","AMOUNT","ORDER NUMBER","Type"
"12/15/2017","50","Scott Spears","90.0","1223","Invoice"
"12/15/2017","72","Cynthia Steele","90.0","1224","Payment"
"12/15/2017","72","Cynthia Steele","90.0","1224","Invoice"
"12/15/2017","81","Nancy Randall","90.0","1225","Payment"
"12/15/2017","81","Nancy Randall","90.0","1225","Invoice"
"12/16/2017","42","Barbara Andersen","90.0","1226","Payment"
"12/16/2017","42","Barbara Andersen","90.0","1226","Invoice"
"12/16/2017","2","Douglas Buckley","90.0","1227","Payment"
"12/16/2017","2","Douglas Buckley","90.0","1227","Invoice"
"12/16/2017","45","Melissa Ross","90.0","1228","Payment"
"12/16/2017","45","Melissa Ross","90.0","1228","Invoice"
"12/17/2017","28","Nicholas Zimmerman","90.0","1229","Payment"
"12/17/2017","28","Nicholas Zimmerman","90.0","1229","Invoice"
"12/17/2017","43","Harold Myers","90.0","1230","Payment"
"12/17/2017","43","Harold Myers","90.0","1230","Invoice"
"12/17/2017","53","Tyler Farrell","90.0","1231","Payment"
"12/17/2017","53","Tyler Farrell","90.0","1231","Invoice"
"12/17/2017","13","Maria Manning","90.0","1232","Payment"
"12/17/2017","13","Maria Manning","90.0","1232","Invoice"
"12/17/2017","29","Douglas Travis","90.0","1233","Payment"
"12/17/2017","29","Douglas Travis","90.0","1233","Invoice"
"12/17/2017","7","Abigail Montgomery","90.0","1234","Payment"
"12/17/2017","7","Abigail Montgomery","90.0","1234","Invoice"
"12/18/2017","74","Larry Turner","90.0","1235","Payment"
"12/18/2017","74","Larry Turner","90.0","1235","Invoice"
"12/18/2017","37","Andrew Calderon","90.0","1236","Payment"
"12/18/2017","37","Andrew Calderon","90.0","1236","Invoice"
"12/18/2017","29","Douglas Travis","90.0","1237","Payment"
"12/18/2017","29","Douglas Travis","90.0","1237","Invoice"
"12/18/2017","67","Melissa Tapia","90.0","1238","Payment"
"12/18/2017","67","Melissa Tapia","90.0","1238","Invoice"
"12/18/2017","26","Brittany Mcintyre","90.0","1239","Payment"
"12/18/2017","26","Brittany Mcintyre","90.0","1239","Invoice"
"12/18/2017","39","Justin Cox","90.0","1240","Payment"
"12/18/2017","39","Justin Cox","90.0","1240","Invoice"
"12/19/2017","44","Samuel Zhang","90.0","1241","Payment"
"12/19/2017","44","Samuel Zhang","90.0","1241","Invoice"
"12/19/2017","54","Roy Gamble","90.0","1242","Payment"
"12/19/2017","54","Roy Gamble","90.0","1242","Invoice"
"12/19/2017","52","Janet Patterson","90.0","1243","Payment"
"12/19/2017","52","Janet Patterson","90.0","1243","Invoice"
"12/19/2017","33","Marilyn Camacho","90.0","1244","Payment"
"12/19/2017","33","Marilyn Camacho","90.0","1244","Invoice"
"12/19/2017","19","Charles Davidson","90.0","1245","Payment"
"12/19/2017","19","Charles Davidson","90.0","1245","Invoice"
"12/21/2017","23","Laura Kerr","90.0","1246","Payment"
"12/21/2017","23","Laura Kerr","90.0","1246","Invoice"
"12/21/2017","90","Janice Callahan","90.0","1247","Payment"
"12/21/2017","90","Janice Callahan","90.0","1247","Invoice"
"12/21/2017","57","Virginia Dalton","90.0","1248","Payment"
"12/21/2017","57","Virginia Dalton","90.0","1248","Invoice"
"12/23/2017","39","Justin Cox","90.0","1249","Payment"
"12/23/2017","39","Justin Cox","90.0","1249","Invoice"
"12/23/2017","99","Virginia Dougherty","90.0","1250","Payment"
"12/23/2017","99","Virginia Dougherty","90.0","1250","Invoice"
"12/23/2017","9","Roger Mahoney","90.0","1251","Payment"
"12/23/2017","9","Roger Mahoney","90.0","1251","Invoice"
"12/24/2017","93","Charles Lester","90.0","1252","Payment"
"12/24/2017","93","Charles Lester","90.0","1252","Invoice"
"12/24/2017","41","Sandra Patterson","90.0","1253","Payment"
"12/24/2017","41","Sandra Patterson","90.0","1253","Invoice"
"12/25/2017","68","Christine Whitehead","90.0","1254","Payment"
"12/25/2017","68","Christine Whitehead","90.0","1254","Invoice"
"12/25/2017","81","Nancy Randall","90.0","1255","Payment"
"12/25/2017","81","Nancy Randall","90.0","1255","Invoice"
"12/25/2017","50","Scott Spears","90.0","1256","Payment"
"12/25/2017","50","Scott Spears","90.0","1256","Invoice"
"12/25/2017","51","Deborah Barber","90.0","1257","Payment"
"12/25/2017","51","Deborah Barber","90.0","1257","Invoice"
"12/25/2017","90","Janice Callahan","90.0","1258","Payment"
"12/25/2017","90","Janice Callahan","90.0","1258","Invoice"
"12/27/2017","58","Teresa Guzman","90.0","1259","Payment"
"12/27/2017","58","Teresa Guzman","90.0","1259","Invoice"
"12/27/2017","66","Jason Anderson","90.0","1260","Payment"
"12/27/2017","66","Jason Anderson","90.0","1260","Invoice"
"12/27/2017","82","Maria Griffith","90.0","1261","Payment"
"12/27/2017","82","Maria Griffith","90.0","1261","Invoice"
"12/27/2017","94","Joan Buckley","90.0","1262","Payment"
"12/27/2017","94","Joan Buckley","90.0","1262","Invoice"
"12/28/2017","22","Terry Contreras","90.0","1263","Payment"
"12/28/2017","22","Terry Contreras","90.0","1263","Invoice"
"12/28/2017","65","Gerald Sherman","90.0","1264","Payment"
"12/28/2017","65","Gerald Sherman","90.0","1264","Invoice"
"12/28/2017","11","Brian Duarte","90.0","1265","Payment"
"12/28/2017","11","Brian Duarte","90.0","1265","Invoice"
"12/28/2017","58","Teresa Guzman","90.0","1266","Payment"
"12/28/2017","58","Teresa Guzman","90.0","1266","Invoice"
"12/28/2017","29","Douglas Travis","90.0","1267","Payment"
"12/28/2017","29","Douglas Travis","90.0","1267","Invoice"
"12/29/2017","77","Judith Warren","90.0","1268","Payment"
"12/29/2017","77","Judith Warren","90.0","1268","Invoice"
"12/29/2017","33","Marilyn Camacho","90.0","1269","Payment"
"12/29/2017","33","Marilyn Camacho","90.0","1269","Invoice"
"12/30/2017","11","Brian Duarte","90.0","1270","Payment"
"12/30/2017","11","Brian Duarte","90.0","1270","Invoice"
"12/30/2017","68","Christine Whitehead","90.0","1271","Payment"
"12/30/2017","68","Christine Whitehead","90.0","1271","Invoice"
"12/31/2017","97","Patrick Rowe","90.0","1272","Payment"
"12/31/2017","97","Patrick Rowe","90.0","1272","Invoice"
"12/31/2017","27","Brittany Mathews","90.0","1273","Payment"
"12/31/2017","27","Brittany Mathews","90.0","1273","Invoice"
"01/01/2018","99","Virginia Dougherty","90.0","1274","Payment"
"01/01/2018","99","Virginia Dougherty","90.0","1274","Invoice"
"01/01/2018","48","Sandra Mccullough","90.0","1275","Payment"
"01/01/2018","48","Sandra Mccullough","90.0","1275","Invoice"
"01/01/2018","30","Theresa Keith","90.0","1276","Payment"
"01/01/2018","30","Theresa Keith","90.0","1276","Invoice"
"01/02/2018","60","Tiffany Hutchinson","90.0","1277","Payment"
"01/02/2018","60","Tiffany Hutchinson","90.0","1277","Invoice"
"01/02/2018","60","Tiffany Hutchinson","90.0","1278","Payment"
"01/02/2018","60","Tiffany Hutchinson","90.0","1278","Invoice"
"01/02/2018","83","Henry David","90.0","1279","Payment"
"01/02/2018","83","Henry David","90.0","1279","Invoice"
"01/02/2018","89","Stephanie Hernandez","90.0","1280","Payment"
"01/02/2018","89","Stephanie Hernandez","90.0","1280","Invoice"
"01/02/2018","81","Nancy Randall","90.0","1281","Payment"
"01/02/2018","81","Nancy Randall","90.0","1281","Invoice"
"01/02/2018","79","Samantha Shepard","90.0","1282","Payment"
"01/02/2018","79","Samantha Shepard","90.0","1282","Invoice"
"01/02/2018","85","Alexis Rich","90.0","1283","Payment"
"01/02/2018","85","Alexis Rich","90.0","1283","Invoice"
"01/02/2018","3","Albert Cantu","90.0","1284","Payment"
"01/02/2018","3","Albert Cantu","90.0","1284","Invoice"
"01/03/2018","40","Randy Burns","90.0","1285","Payment"
"01/03/2018","40","Randy Burns","90.0","1285","Invoice"
"01/03/2018","18","Ethan Shepherd","90.0","1286","Payment"
"01/03/2018","18","Ethan Shepherd","90.0","1286","Invoice"
"01/03/2018","67","Melissa Tapia","90.0","1287","Payment"
"01/03/2018","67","Melissa Tapia","90.0","1287","Invoice"
"01/03/2018","68","Christine Whitehead","90.0","1288","Payment"
"01/03/2018","68","Christine Whitehead","90.0","1288","Invoice"
"01/03/2018","38","Linda Espinoza","90.0","1289","Payment"
"01/03/2018","38","Linda Espinoza","90.0","1289","Invoice"
"01/04/2018","56","Randy Mcdowell","90.0","1290","Payment"
"01/04/2018","56","Randy Mcdowell","90.0","1290","Invoice"
"01/04/2018","60","Tiffany Hutchinson","90.0","1291","Payment"
"01/04/2018","60","Tiffany Hutchinson","90.0","1291","Invoice"
"01/04/2018","90","Janice Callahan","90.0","1292","Payment"
"01/04/2018","90","Janice Callahan","90.0","1292","Invoice"
"01/05/2018","74","Larry Turner","90.0","1293","Payment"
"01/05/2018","74","Larry Turner","90.0","1293","Invoice"
"01/05/2018","46","Bruce Haas","90.0","1294","Payment"
"01/05/2018","46","Bruce Haas","90.0","1294","Invoice"
"01/05/2018","32","Ruth Frederick","90.0","1295","Payment"
"01/05/2018","32","Ruth Frederick","90.0","1295","Invoice"
"01/07/2018","87","Ryan Morrison","90.0","1296","Payment"
"01/07/2018","87","Ryan Morrison","90.0","1296","Invoice"
"01/07/2018","37","Andrew Calderon","90.0","1297","Payment"
"01/07/2018","37","Andrew Calderon","90.0","1297","Invoice"
"01/08/2018","57","Virginia Dalton","90.0","1298","Payment"
"01/08/2018","57","Virginia Dalton","90.0","1298","Invoice"
"01/08/2018","32","Ruth Frederick","90.0","1299","Payment"
"01/08/2018","32","Ruth Frederick","90.0","1299","Invoice"
"01/09/2018","32","Ruth Frederick","90.0","1300","Payment"
"01/09/2018","32","Ruth Frederick","90.0","1300","Invoice"
"01/09/2018","3","Albert Cantu","90.0","1301","Payment"
"01/09/2018","3","Albert Cantu","90.0","1301","Invoice"
"01/09/2018","64","Danielle Kidd","90.0","1302","Payment"
"01/09/2018","64","Danielle Kidd","90.0","1302","Invoice"
"01/09/2018","43","Harold Myers","90.0","1303","Payment"
"01/09/2018","43","Harold Myers","90.0","1303","Invoice"
"01/11/2018","0","Judy Lozano","90.0","1304","Payment"
"01/11/2018","0","Judy Lozano","90.0","1304","Invoice"
"01/11/2018","36","Kayla Ward","90.0","1305","Payment"
"01/11/2018","36","Kayla Ward","90.0","1305","Invoice"
"01/11/2018","99","Virginia Dougherty","90.0","1306","Payment"
"01/11/2018","99","Virginia Dougherty","90.0","1306","Invoice"
"01/11/2018","10","Angela Taylor","90.0","1307","Payment"
"01/11/2018","10","Angela Taylor","90.0","1307","Invoice"
"01/11/2018","82","Maria Griffith","90.0","1308","Payment"
"01/11/2018","82","Maria Griffith","90.0","1308","Invoice"
"01/11/2018","86","Carolyn Higgins","90.0","1309","Payment"
"01/11/2018","86","Carolyn Higgins","90.0","1309","Invoice"
"01/12/2018","53","Tyler Farrell","90.0","1310","Payment"
"01/12/2018","53","Tyler Farrell","90.0","1310","Invoice"
"01/12/2018","80","Julia Clay","90.0","1311","Payment"
"01/12/2018","80","Julia Clay","90.0","1311","Invoice"
"01/12/2018","70","Rebecca Fisher","90.0","1312","Payment"
"01/12/2018","70","Rebecca Fisher","90.0","1312","Invoice"
"01/12/2018","3","Albert Cantu","90.0","1313","Payment"
"01/12/2018","3","Albert Cantu","90.0","1313","Invoice"
"01/12/2018","21","Natalie Carson","90.0","1314","Payment"
"01/12/2018","21","Natalie Carson","90.0","1314","Invoice"
"01/13/2018","99","Virginia Dougherty","90.0","1315","Payment"
"01/13/2018","99","Virginia Dougherty","90.0","1315","Invoice"
"01/13/2018","0","Judy Lozano","90.0","1316","Payment"
"01/13/2018","0","Judy Lozano","90.0","1316","Invoice"
"01/13/2018","58","Teresa Guzman","90.0","1317","Payment"
"01/13/2018","58","Teresa Guzman","90.0","1317","Invoice"
"01/14/2018","56","Randy Mcdowell","90.0","1318","Payment"
"01/14/2018","56","Randy Mcdowell","90.0","1318","Invoice"
"01/14/2018","30","Theresa Keith","90.0","1319","Payment"
"01/14/2018","30","Theresa Keith","90.0","1319","Invoice"
"01/14/2018","3","Albert Cantu","90.0","1320","Payment"
"01/14/2018","3","Albert Cantu","90.0","1320","Invoice"
"01/15/2018","98","Helen Collins","90.0","1321","Payment"
"01/15/2018","98","Helen Collins","90.0","1321","Invoice"
"01/15/2018","48","Sandra Mccullough","90.0","1322","Payment"
"01/15/2018","48","Sandra Mccullough","90.0","1322","Invoice"
"01/15/2018","34","Shirley Farmer","90.0","1323","Payment"
"01/15/2018","34","Shirley Farmer","90.0","1323","Invoice"
"01/15/2018","97","Patrick Rowe","90.0","1324","Payment"
"01/15/2018","97","Patrick Rowe","90.0","1324","Invoice"
"01/15/2018","85","Alexis Rich","90.0","1325","Payment"
"01/15/2018","85","Alexis Rich","90.0","1325","Invoice"
"01/15/2018","73","Rose Beck","90.0","1326","Payment"
"01/15/2018","73","Rose Beck","90.0","1326","Invoice"
"01/16/2018","94","Joan Buckley","90.0","1327","Payment"
"01/16/2018","94","Joan Buckley","90.0","1327","Invoice"
"01/17/2018","63","Scott Sullivan","90.0","1328","Payment"
"01/17/2018","63","Scott Sullivan","90.0","1328","Invoice"
"01/17/2018","98","Helen Collins","90.0","1329","Payment"
"01/17/2018","98","Helen Collins","90.0","1329","Invoice"
"01/17/2018","32","Ruth Frederick","90.0","1330","Payment"
"01/17/2018","32","Ruth Frederick","90.0","1330","Invoice"
"01/17/2018","55","Jonathan Logan","90.0","1331","Payment"
"01/17/2018","55","Jonathan Logan","90.0","1331","Invoice"
"01/17/2018","36","Kayla Ward","90.0","1332","Payment"
"01/17/2018","36","Kayla Ward","90.0","1332","Invoice"
"01/18/2018","76","Pamela Le","90.0","1333","Payment"
"01/18/2018","76","Pamela Le","90.0","1333","Invoice"
"01/18/2018","53","Tyler Farrell","90.0","1334","Payment"
"01/18/2018","53","Tyler Farrell","90.0","1334","Invoice"
"01/18/2018","31","Megan Mclean","90.0","1335","Payment"
"01/18/2018","31","Megan Mclean","90.0","1335","Invoice"
"01/18/2018","65","Gerald Sherman","90.0","1336","Payment"
"01/18/2018","65","Gerald Sherman","90.0","1336","Invoice"
"01/19/2018","56","Randy Mcdowell","90.0","1337","Payment"
"01/19/2018","56","Randy Mcdowell","90.0","1337","Invoice"
"01/19/2018","74","Larry Turner","90.0","1338","Payment"
"01/19/2018","74","Larry Turner","90.0","1338","Invoice"
"01/19/2018","2","Douglas Buckley","90.0","1339","Payment"
"01/19/2018","2","Douglas Buckley","90.0","1339","Invoice"
"01/20/2018","57","Virginia Dalton","90.0","1340","Payment"
"01/20/2018","57","Virginia Dalton","90.0","1340","Invoice"
"01/20/2018","84","Lauren Walters","90.0","1341","Payment"
"01/20/2018","84","Lauren Walters","90.0","1341","Invoice"
"01/20/2018","24","Mary Shah","90.0","1342","Payment"
"01/20/2018","24","Mary Shah","90.0","1342","Invoice"
"01/20/2018","70","Rebecca Fisher","90.0","1343","Payment"
"01/20/2018","70","Rebecca Fisher","90.0","1343","Invoice"
"01/20/2018","52","Janet Patterson","90.0","1344","Payment"
"01/20/2018","52","Janet Patterson","90.0","1344","Invoice"
"01/21/2018","65","Gerald Sherman","90.0","1345","Payment"
"01/21/2018","65","Gerald Sherman","90.0","1345","Invoice"
"01/21/2018","1","Noah Abbott","90.0","1346","Payment"
"01/21/2018","1","Noah Abbott","90.0","1346","Invoice"
"01/21/2018","45","Melissa Ross","90.0","1347","Payment"
"01/21/2018","45","Melissa Ross","90.0","1347","Invoice"
"01/21/2018","82","Maria Griffith","90.0","1348","Payment"
"01/21/2018","82","Maria Griffith","90.0","1348","Invoice"
"01/21/2018","46","Bruce Haas","90.0","1349","Payment"
"01/21/2018","46","Bruce Haas","90.0","1349","Invoice"
"01/21/2018","58","Teresa Guzman","90.0","1350","Payment"
"01/21/2018","58","Teresa Guzman","90.0","1350","Invoice"
"01/22/2018","5","Douglas Garza","90.0","1351","Payment"
"01/22/2018","5","Douglas Garza","90.0","1351","Invoice"
"01/22/2018","42","Barbara Andersen","90.0","1352","Payment"
"01/22/2018","42","Barbara Andersen","90.0","1352","Invoice"
"01/22/2018","75","Andrew Bell","90.0","1353","Payment"
"01/22/2018","75","Andrew Bell","90.0","1353","Invoice"
"01/23/2018","57","Virginia Dalton","90.0","1354","Payment"
"01/23/2018","57","Virginia Dalton","90.0","1354","Invoice"
"01/24/2018","19","Charles Davidson","90.0","1355","Payment"
"01/24/2018","19","Charles Davidson","90.0","1355","Invoice"
"01/24/2018","13","Maria Manning","90.0","1356","Payment"
"01/24/2018","13","Maria Manning","90.0","1356","Invoice"
"01/25/2018","23","Laura Kerr","90.0","1357","Payment"
"01/25/2018","23","Laura Kerr","90.0","1357","Invoice"
"01/26/2018","24","Mary Shah","90.0","1358","Payment"
"01/26/2018","24","Mary Shah","90.0","1358","Invoice"
"01/27/2018","43","Harold Myers","90.0","1359","Payment"
"01/27/2018","43","Harold Myers","90.0","1359","Invoice"
"01/27/2018","80","Julia Clay","90.0","1360","Payment"
"01/27/2018","80","Julia Clay","90.0","1360","Invoice"
"01/27/2018","91","Rebecca Lambert","90.0","1361","Payment"
"01/27/2018","91","Rebecca Lambert","90.0","1361","Invoice"
"01/27/2018","86","Carolyn Higgins","90.0","1362","Payment"
"01/27/2018","86","Carolyn Higgins","90.0","1362","Invoice"
"01/27/2018","52","Janet Patterson","90.0","1363","Payment"
"01/27/2018","52","Janet Patterson","90.0","1363","Invoice"
"01/28/2018","64","Danielle Kidd","90.0","1364","Payment"
"01/28/2018","64","Danielle Kidd","90.0","1364","Invoice"
"01/28/2018","69","Aaron Villarreal","90.0","1365","Payment"
"01/28/2018","69","Aaron Villarreal","90.0","1365","Invoice"
"01/28/2018","28","Nicholas Zimmerman","90.0","1366","Payment"
"01/28/2018","28","Nicholas Zimmerman","90.0","1366","Invoice"
"01/29/2018","6","Linda Fleming","90.0","1367","Payment"
"01/29/2018","6","Linda Fleming","90.0","1367","Invoice"
"01/29/2018","34","Shirley Farmer","90.0","1368","Payment"
"01/29/2018","34","Shirley Farmer","90.0","1368","Invoice"
"01/29/2018","47","Samantha Griffin","90.0","1369","Payment"
"01/29/2018","47","Samantha Griffin","90.0","1369","Invoice"
"01/30/2018","54","Roy Gamble","90.0","1370","Payment"
"01/30/2018","54","Roy Gamble","90.0","1370","Invoice"
"01/30/2018","54","Roy Gamble","90.0","1371","Payment"
"01/30/2018","54","Roy Gamble","90.0","1371","Invoice"
"01/30/2018","35","Emma Pruitt","90.0","1372","Payment"
"01/30/2018","35","Emma Pruitt","90.0","1372","Invoice"
"01/31/2018","94","Joan Buckley","90.0","1373","Payment"
"01/31/2018","94","Joan Buckley","90.0","1373","Invoice"
"01/31/2018","89","Stephanie Hernandez","90.0","1374","Payment"
"01/31/2018","89","Stephanie Hernandez","90.0","1374","Invoice"
"01/31/2018","99","Virginia Dougherty","90.0","1375","Payment"
"01/31/2018","99","Virginia Dougherty","90.0","1375","Invoice"
"01/31/2018","90","Janice Callahan","90.0","1376","Payment"
"01/31/2018","90","Janice Callahan","90.0","1376","Invoice"
"01/31/2018","52","Janet Patterson","90.0","1377","Payment"
"01/31/2018","52","Janet Patterson","90.0","1377","Invoice"
"01/31/2018","78","Betty Durham","90.0","1378","Payment"
"01/31/2018","78","Betty Durham","90.0","1378","Invoice"
"01/31/2018","35","Emma Pruitt","90.0","1379","Payment"
"01/31/2018","35","Emma Pruitt","90.0","1379","Invoice"
"02/01/2018","63","Scott Sullivan","90.0","1380","Payment"
"02/01/2018","63","Scott Sullivan","90.0","1380","Invoice"
"02/01/2018","5","Douglas Garza","90.0","1381","Payment"
"02/01/2018","5","Douglas Garza","90.0","1381","Invoice"
"02/01/2018","74","Larry Turner","90.0","1382","Payment"
"02/01/2018","74","Larry Turner","90.0","1382","Invoice"
"02/02/2018","96","Larry Anthony","90.0","1383","Payment"
"02/02/2018","96","Larry Anthony","90.0","1383","Invoice"
"02/02/2018","21","Natalie Carson","90.0","1384","Payment"
"02/02/2018","21","Natalie Carson","90.0","1384","Invoice"
"02/02/2018","90","Janice Callahan","90.0","1385","Payment"
"02/02/2018","90","Janice Callahan","90.0","1385","Invoice"
"02/02/2018","23","Laura Kerr","90.0","1386","Payment"
"02/02/2018","23","Laura Kerr","90.0","1386","Invoice"
"02/03/2018","67","Melissa Tapia","90.0","1387","Payment"
"02/03/2018","67","Melissa Tapia","90.0","1387","Invoice"
"02/04/2018","63","Scott Sullivan","90.0","1388","Payment"
"02/04/2018","63","Scott Sullivan","90.0","1388","Invoice"
"02/04/2018","10","Angela Taylor","90.0","1389","Payment"
"02/04/2018","10","Angela Taylor","90.0","1389","Invoice"
"02/04/2018","32","Ruth Frederick","90.0","1390","Payment"
"02/04/2018","32","Ruth Frederick","90.0","1390","Invoice"
"02/04/2018","72","Cynthia Steele","90.0","1391","Payment"
"02/04/2018","72","Cynthia Steele","90.0","1391","Invoice"
"02/05/2018","7","Abigail Montgomery","90.0","1392","Payment"
"02/05/2018","7","Abigail Montgomery","90.0","1392","Invoice"
"02/05/2018","82","Maria Griffith","90.0","1393","Payment"
"02/05/2018","82","Maria Griffith","90.0","1393","Invoice"
"02/06/2018","58","Teresa Guzman","90.0","1394","Payment"
"02/06/2018","58","Teresa Guzman","90.0","1394","Invoice"
"02/06/2018","93","Charles Lester","90.0","1395","Payment"
"02/06/2018","93","Charles Lester","90.0","1395","Invoice"
"02/08/2018","8","Jennifer Key","90.0","1396","Payment"
"02/08/2018","8","Jennifer Key","90.0","1396","Invoice"
"02/09/2018","30","Theresa Keith","90.0","1397","Payment"
"02/09/2018","30","Theresa Keith","90.0","1397","Invoice"
"02/09/2018","18","Ethan Shepherd","90.0","1398","Payment"
"02/09/2018","18","Ethan Shepherd","90.0","1398","Invoice"
"02/09/2018","77","Judith Warren","90.0","1399","Payment"
"02/09/2018","77","Judith Warren","90.0","1399","Invoice"
"02/09/2018","44","Samuel Zhang","90.0","1400","Payment"
"02/09/2018","44","Samuel Zhang","90.0","1400","Invoice"
"02/09/2018","20","Hannah Foster","90.0","1401","Payment"
"02/09/2018","20","Hannah Foster","90.0","1401","Invoice"
"02/09/2018","21","Natalie Carson","90.0","1402","Payment"
"02/09/2018","21","Natalie Carson","90.0","1402","Invoice"
"02/09/2018","38","Linda Espinoza","90.0","1403","Payment"
"02/09/2018","38","Linda Espinoza","90.0","1403","Invoice"
"02/09/2018","38","Linda Espinoza","90.0","1404","Payment"
"02/09/2018","38","Linda Espinoza","90.0","1404","Invoice"
"02/10/2018","81","Nancy Randall","90.0","1405","Payment"
"02/10/2018","81","Nancy Randall","90.0","1405","Invoice"
"02/12/2018","5","Douglas Garza","90.0","1406","Payment"
"02/12/2018","5","Douglas Garza","90.0","1406","Invoice"
"02/12/2018","49","Teresa Forbes","90.0","1407","Payment"
"02/12/2018","49","Teresa Forbes","90.0","1407","Invoice"
"02/12/2018","1","Noah Abbott","90.0","1408","Payment"
"02/12/2018","1","Noah Abbott","90.0","1408","Invoice"
"02/12/2018","83","Henry David","90.0","1409","Payment"
"02/12/2018","83","Henry David","90.0","1409","Invoice"
"02/12/2018","54","Roy Gamble","90.0","1410","Payment"
"02/12/2018","54","Roy Gamble","90.0","1410","Invoice"
"02/13/2018","64","Danielle Kidd","90.0","1411","Payment"
"02/13/2018","64","Danielle Kidd","90.0","1411","Invoice"
"02/13/2018","58","Teresa Guzman","90.0","1412","Payment"
"02/13/2018","58","Teresa Guzman","90.0","1412","Invoice"
"02/14/2018","72","Cynthia Steele","90.0","1413","Payment"
"02/14/2018","72","Cynthia Steele","90.0","1413","Invoice"
"02/14/2018","62","Vincent Stewart","90.0","1414","Payment"
"02/14/2018","62","Vincent Stewart","90.0","1414","Invoice"
"02/14/2018","99","Virginia Dougherty","90.0","1415","Payment"
"02/14/2018","99","Virginia Dougherty","90.0","1415","Invoice"
"02/14/2018","78","Betty Durham","90.0","1416","Payment"
"02/14/2018","78","Betty Durham","90.0","1416","Invoice"
"02/15/2018","88","Gregory Franklin","90.0","1417","Payment"
"02/15/2018","88","Gregory Franklin","90.0","1417","Invoice"
"02/15/2018","3","Albert Cantu","90.0","1418","Payment"
"02/15/2018","3","Albert Cantu","90.0","1418","Invoice"
"02/16/2018","43","Harold Myers","90.0","1419","Payment"
"02/16/2018","43","Harold Myers","90.0","1419","Invoice"
"02/16/2018","98","Helen Collins","90.0","1420","Payment"
"02/16/2018","98","Helen Collins","90.0","1420","Invoice"
"02/16/2018","7","Abigail Montgomery","90.0","1421","Payment"
"02/16/2018","7","Abigail Montgomery","90.0","1421","Invoice"
"02/16/2018","80","Julia Clay","90.0","1422","Payment"
"02/16/2018","80","Julia Clay","90.0","1422","Invoice"
"02/16/2018","31","Megan Mclean","90.0","1423","Payment"
"02/16/2018","31","Megan Mclean","90.0","1423","Invoice"
"02/16/2018","21","Natalie Carson","90.0","1424","Payment"
"02/16/2018","21","Natalie Carson","90.0","1424","Invoice"
"02/16/2018","91","Rebecca Lambert","90.0","1425","Payment"
"02/16/2018","91","Rebecca Lambert","90.0","1425","Invoice"
"02/16/2018","71","Keith Ramos","90.0","1426","Payment"
"02/16/2018","71","Keith Ramos","90.0","1426","Invoice"
"02/17/2018","4","Dennis Davenport","90.0","1427","Payment"
"02/17/2018","4","Dennis Davenport","90.0","1427","Invoice"
"02/17/2018","28","Nicholas Zimmerman","90.0","1428","Payment"
"02/17/2018","28","Nicholas Zimmerman","90.0","1428","Invoice"
"02/17/2018","48","Sandra Mccullough","90.0","1429","Payment"
"02/17/2018","48","Sandra Mccullough","90.0","1429","Invoice"
"02/17/2018","9","Roger Mahoney","90.0","1430","Payment"
"02/17/2018","9","Roger Mahoney","90.0","1430","Invoice"
"02/18/2018","33","Marilyn Camacho","90.0","1431","Payment"
"02/18/2018","33","Marilyn Camacho","90.0","1431","Invoice"
"02/18/2018","79","Samantha Shepard","90.0","1432","Payment"
"02/18/2018","79","Samantha Shepard","90.0","1432","Invoice"
"02/18/2018","16","Amy Cantu","90.0","1433","Payment"
"02/18/2018","16","Amy Cantu","90.0","1433","Invoice"
"02/18/2018","26","Brittany Mcintyre","90.0","1434","Payment"
"02/18/2018","26","Brittany Mcintyre","90.0","1434","Invoice"
"02/18/2018","44","Samuel Zhang","90.0","1435","Payment"
"02/18/2018","44","Samuel Zhang","90.0","1435","Invoice"
"02/18/2018","48","Sandra Mccullough","90.0","1436","Payment"
"02/18/2018","48","Sandra Mccullough","90.0","1436","Invoice"
"02/18/2018","62","Vincent Stewart","90.0","1437","Payment"
"02/18/2018","62","Vincent Stewart","90.0","1437","Invoice"
"02/19/2018","26","Brittany Mcintyre","90.0","1438","Payment"
"02/19/2018","26","Brittany Mcintyre","90.0","1438","Invoice"
"02/21/2018","71","Keith Ramos","90.0","1439","Payment"
"02/21/2018","71","Keith Ramos","90.0","1439","Invoice"
"02/21/2018","89","Stephanie Hernandez","90.0","1440","Payment"
"02/21/2018","89","Stephanie Hernandez","90.0","1440","Invoice"
"02/21/2018","16","Amy Cantu","90.0","1441","Payment"
"02/21/2018","16","Amy Cantu","90.0","1441","Invoice"
"02/22/2018","14","Barbara Hopkins","90.0","1442","Payment"
"02/22/2018","14","Barbara Hopkins","90.0","1442","Invoice"
"02/22/2018","54","Roy Gamble","90.0","1443","Payment"
"02/22/2018","54","Roy Gamble","90.0","1443","Invoice"
"02/22/2018","91","Rebecca Lambert","90.0","1444","Payment"
"02/22/2018","91","Rebecca Lambert","90.0","1444","Invoice"
"02/23/2018","48","Sandra Mccullough","90.0","1445","Payment"
"02/23/2018","48","Sandra Mccullough","90.0","1445","Invoice"
"02/23/2018","32","Ruth Frederick","90.0","1446","Payment"
"02/23/2018","32","Ruth Frederick","90.0","1446","Invoice"
"02/23/2018","32","Ruth Frederick","90.0","1447","Payment"
